date,mode,pre_nav,post_nav,period_return_pct,cum_return_pct,n_stocks,cash_pct,turnover_pct,cost_inr,n_buys,n_sells,stocks_added,stocks_removed,top5_holdings,rl_overweight,rl_underweight,aggressiveness,emergency,tilt_Banking,tilt_RealEstate,tilt_Healthcare,tilt_Chemicals,tilt_Cement,tilt_Metals,tilt_FinancialServices,tilt_ConsumerDiscretionary,tilt_FMCG,tilt_CapitalGoods,tilt_IT,tilt_Energy,tilt_Telecom,tilt_Pharma,tilt_Automobiles
2015-10-08,RL,577736.66,576866.41,-0.151,15.373,16,9.9,21.11,621.6,8,11,"AMBUJACEM.NS,BHEL.NS,BRITANNIA.NS,SBIN.NS,ULTRACEMCO.NS","ITC.NS,JSWSTEEL.NS,ONGC.NS",VEDL.NS:8.4%|HINDALCO.NS:8.4%|AMBUJACEM.NS:7.9%|HINDUNILVR.NS:7.8%|WHIRLPOOL.NS:7.7%,Metals×1.3,CapitalGoods×0.9,1.0,False,0.974,1.016,0.992,0.946,1.036,1.321,0.995,0.993,1.063,0.897,1.043,1.017,1.055,0.99,0.937
2015-11-05,RL,576866.41,569326.01,-1.307,13.865,17,7.61,7.21,149.72,12,5,TECHM.NS,,VEDL.NS:8.1%|HINDALCO.NS:8.1%|BHEL.NS:8.0%|AMBUJACEM.NS:7.6%|HINDUNILVR.NS:7.5%,Metals×1.3|Healthcare×1.2|Pharma×1.1,ConsumerDiscretionary×0.9,1.0,False,0.94,1.059,1.178,0.938,1.03,1.339,1.061,0.877,1.054,1.043,0.938,0.967,0.907,1.144,0.979
2015-12-03,RL,569326.01,562487.31,-1.201,12.497,18,0.0,13.2,309.95,8,11,"AARTIIND.NS,NESTLEIND.NS",AUROPHARMA.NS,VEDL.NS:8.2%|HINDALCO.NS:8.2%|BHEL.NS:8.1%|AARTIIND.NS:8.0%|AMBUJACEM.NS:7.7%,FMCG×1.3|Chemicals×1.3|ConsumerDiscretionary×1.2,Telecom×0.8|Metals×0.8|RealEstate×0.9,1.0,False,1.001,0.874,0.893,1.268,1.105,0.842,1.089,1.168,1.279,1.136,1.118,0.965,0.837,0.997,1.018
2015-12-31,RL,575988.97,575283.76,-0.122,15.057,19,0.0,18.97,503.71,10,10,"ADANIPORTS.NS,TVSMOTOR.NS",HINDUNILVR.NS,VEDL.NS:8.2%|HINDALCO.NS:8.2%|BHEL.NS:8.1%|AARTIIND.NS:8.0%|ADANIPORTS.NS:7.9%,FMCG×1.2|FinancialServices×1.1|IT×1.1,Telecom×0.9,1.0,False,0.904,0.932,0.969,0.978,1.108,0.908,1.146,1.101,1.157,1.08,1.109,0.992,0.891,1.1,1.049
2016-01-28,RL,575283.76,511776.49,-11.039,2.355,18,10.0,10.2,244.29,14,5,,ULTRACEMCO.NS,VEDL.NS:8.0%|HINDALCO.NS:8.0%|BHEL.NS:7.9%|AARTIIND.NS:7.8%|ADANIPORTS.NS:7.8%,FinancialServices×1.2|IT×1.1|Cement×1.1,Banking×0.9|Telecom×0.9,0.7,False,0.883,0.963,0.972,0.926,1.146,1.099,1.153,1.049,1.095,0.919,1.146,1.139,0.884,1.0,1.081
2016-02-25,RL,511776.49,488871.98,-4.475,-2.226,17,15.0,17.19,321.69,7,12,SAIL.NS,"ASIANPAINT.NS,PIDILITIND.NS",VEDL.NS:8.0%|HINDALCO.NS:8.0%|ADANIPORTS.NS:8.0%|BHEL.NS:8.0%|AARTIIND.NS:8.0%,IT×1.3|Banking×1.2|Metals×1.2,Energy×0.9,0.5,False,1.244,1.035,0.959,0.953,0.976,1.178,0.994,1.096,1.05,0.982,1.266,0.895,0.921,0.971,0.914
2016-03-28,RL,561247.89,559344.96,-0.339,11.869,15,14.86,55.01,1359.18,9,14,"AUROPHARMA.NS,COALINDIA.NS,GODREJCP.NS,INDUSINDBK.NS,KOTAKBANK.NS,PIDILITIND.NS","ADANIPORTS.NS,AMBUJACEM.NS,NESTLEIND.NS,SAIL.NS,SBIN.NS,TECHM.NS,VEDL.NS,WHIRLPOOL.NS",BHEL.NS:8.3%|AARTIIND.NS:8.3%|TVSMOTOR.NS:8.3%|COALINDIA.NS:7.9%|PIDILITIND.NS:7.9%,Metals×1.2|Energy×1.1,Telecom×0.9,0.5,False,1.019,1.072,1.027,0.911,0.965,1.213,0.993,0.976,1.044,1.04,1.077,1.112,0.884,0.985,0.983
2016-04-21,RL,584716.05,583852.83,-0.148,16.771,19,0.0,30.62,616.67,9,11,"ADANIPORTS.NS,CUMMINSIND.NS,DRREDDY.NS,LT.NS,SBIN.NS",ABB.NS,AUROPHARMA.NS:8.0%|FEDERALBNK.NS:8.0%|GODREJCP.NS:8.0%|LT.NS:8.0%|BHEL.NS:7.3%,Automobiles×1.1|Energy×1.1|IT×1.1,,1.2,False,0.904,0.922,0.908,1.066,0.946,1.055,1.065,1.087,1.111,0.959,1.111,1.121,0.943,1.073,1.147
2016-05-19,RL,583852.83,578312.49,-0.949,15.662,19,0.0,8.53,221.89,11,9,SIEMENS.NS,INDUSINDBK.NS,PIDILITIND.NS:8.0%|AUROPHARMA.NS:7.7%|FEDERALBNK.NS:7.7%|GODREJCP.NS:7.7%|LT.NS:7.7%,Chemicals×1.2|FinancialServices×1.1,,1.2,False,1.1,0.932,1.074,1.16,1.028,0.966,1.102,1.059,0.948,0.907,1.035,1.03,0.917,1.001,1.071
2016-06-16,RL,626055.55,625258.19,-0.127,25.052,19,0.0,22.04,569.51,9,13,"AXISBANK.NS,TITAN.NS,VOLTAS.NS","BHEL.NS,HINDALCO.NS,LT.NS",PIDILITIND.NS:8.1%|COALINDIA.NS:8.0%|AUROPHARMA.NS:7.7%|FEDERALBNK.NS:7.7%|GODREJCP.NS:7.7%,Automobiles×1.1,,1.2,False,0.981,1.001,1.024,0.978,1.045,0.982,1.068,0.99,0.998,0.995,1.035,1.001,0.94,0.99,1.117
2016-07-14,RL,662089.65,661219.09,-0.131,32.244,18,2.44,18.52,621.83,5,16,"CIPLA.NS,HCLTECH.NS","FEDERALBNK.NS,SBIN.NS,TITAN.NS",COALINDIA.NS:8.0%|CUMMINSIND.NS:8.0%|PIDILITIND.NS:7.5%|AUROPHARMA.NS:7.2%|GODREJCP.NS:7.2%,Chemicals×1.2|CapitalGoods×1.1,,1.2,False,0.957,0.927,0.973,1.189,1.029,0.913,0.989,1.089,1.093,1.149,0.985,0.949,0.975,1.065,1.051
2016-08-11,RL,683941.83,682994.94,-0.138,36.599,17,5.01,18.8,676.35,10,11,"ASHOKLEY.NS,DABUR.NS,NMDC.NS","AXISBANK.NS,HCLTECH.NS,SIEMENS.NS,TVSMOTOR.NS",DRREDDY.NS:8.1%|AARTIIND.NS:8.1%|COALINDIA.NS:7.6%|CUMMINSIND.NS:7.6%|PIDILITIND.NS:7.1%,Chemicals×1.3,,1.2,False,0.974,0.951,1.081,1.288,0.947,0.939,0.964,0.971,1.029,1.05,1.061,0.975,0.99,1.058,1.011
2016-09-08,RL,724878.1,724002.91,-0.121,44.801,18,0.0,17.86,625.15,7,13,"BIOCON.NS,PIIND.NS,TATASTEEL.NS","ADANIPORTS.NS,BRITANNIA.NS",COALINDIA.NS:8.0%|CIPLA.NS:8.0%|PIIND.NS:8.0%|DRREDDY.NS:7.8%|AARTIIND.NS:7.8%,,Telecom×0.9,1.2,False,0.995,1.09,0.974,1.059,0.968,0.96,1.067,1.005,1.077,1.067,0.987,1.04,0.868,1.069,1.022
2016-10-06,RL,724002.91,719258.63,-0.655,43.852,19,0.0,12.57,391.35,13,7,"SAIL.NS,TCS.NS",AUROPHARMA.NS,ASHOKLEY.NS:8.0%|COALINDIA.NS:7.6%|CIPLA.NS:7.6%|PIIND.NS:7.6%|DRREDDY.NS:7.4%,Pharma×1.2|Chemicals×1.2|FMCG×1.2,FinancialServices×0.8|Telecom×0.9,1.2,False,1.084,0.955,0.983,1.178,1.079,0.975,0.805,1.072,1.173,1.11,1.132,0.934,0.851,1.18,0.992
2016-11-03,RL,740898.28,739769.61,-0.152,47.954,19,0.0,22.21,806.18,9,13,"BPCL.NS,COFORGE.NS,SHREECEM.NS","GODREJCP.NS,SAIL.NS,TATASTEEL.NS",ASHOKLEY.NS:8.1%|COFORGE.NS:8.0%|BPCL.NS:8.0%|COALINDIA.NS:7.6%|PIIND.NS:7.6%,Metals×1.2|Chemicals×1.2|Energy×1.2,Telecom×0.8,1.2,False,1.033,1.077,0.966,1.165,1.155,1.198,1.067,1.009,0.934,0.944,0.906,1.159,0.83,0.94,1.099
2016-12-01,RL,739769.61,699166.58,-5.489,39.833,18,0.0,24.1,728.52,16,5,"HAVELLS.NS,TITAN.NS","CIPLA.NS,COALINDIA.NS,TCS.NS",TITAN.NS:8.0%|HAVELLS.NS:8.0%|ASHOKLEY.NS:7.9%|COFORGE.NS:7.8%|BPCL.NS:7.8%,ConsumerDiscretionary×1.4|Cement×1.3,Telecom×0.9,1.0,False,0.986,1.064,0.914,0.947,1.297,0.952,1.095,1.379,1.038,0.951,0.941,0.948,0.871,1.012,1.095
2016-12-29,RL,733197.83,732181.07,-0.139,46.436,15,14.74,34.16,726.15,7,13,"GODREJPROP.NS,PERSISTENT.NS","BAJAJFINSV.NS,DRREDDY.NS,KOTAKBANK.NS,NMDC.NS,PIDILITIND.NS",TITAN.NS:8.3%|HAVELLS.NS:8.3%|ASHOKLEY.NS:8.2%|COFORGE.NS:8.1%|BPCL.NS:8.1%,RealEstate×1.3|FinancialServices×1.3|Automobiles×1.2,,0.5,False,0.994,1.28,0.952,0.999,1.065,0.922,1.279,0.948,0.956,0.936,0.948,1.07,0.96,0.941,1.196
2017-01-27,RL,794772.67,793305.9,-0.185,58.661,19,0.0,30.74,1047.74,8,13,"ABB.NS,ASIANPAINT.NS,DIVISLAB.NS,M&M.NS,MARICO.NS,NESTLEIND.NS","COFORGE.NS,HAVELLS.NS",ASIANPAINT.NS:8.1%|ABB.NS:8.1%|CUMMINSIND.NS:8.1%|TITAN.NS:8.0%|ASHOKLEY.NS:7.9%,Cement×1.4|Automobiles×1.2|Energy×1.2,Pharma×0.8|Metals×0.9,1.2,False,1.056,0.957,0.942,1.145,1.437,0.889,1.145,1.109,0.947,1.018,0.906,1.188,0.912,0.79,1.216
2017-02-23,RL,830034.99,829343.88,-0.083,65.869,21,0.0,13.04,493.67,11,11,"IDFCFIRSTB.NS,JSWSTEEL.NS,SAIL.NS",TITAN.NS,DIVISLAB.NS:8.0%|ASIANPAINT.NS:8.0%|AARTIIND.NS:8.0%|ABB.NS:7.5%|CUMMINSIND.NS:7.5%,Energy×1.3|FinancialServices×1.2|Banking×1.2,Healthcare×0.9,1.2,False,1.194,0.984,0.877,1.04,1.069,0.904,1.212,1.132,0.907,0.987,0.952,1.309,0.934,0.906,1.141
2017-03-23,RL,829343.88,826788.31,-0.308,65.358,20,0.0,10.21,400.58,12,9,,MARICO.NS,DIVISLAB.NS:7.7%|ASIANPAINT.NS:7.7%|AARTIIND.NS:7.7%|ABB.NS:7.2%|CUMMINSIND.NS:7.2%,Energy×1.3|RealEstate×1.2|FinancialServices×1.2,Healthcare×0.8|Telecom×0.9|Pharma×0.9,1.2,False,1.103,1.211,0.833,1.171,1.071,0.932,1.203,1.146,0.941,0.97,0.94,1.266,0.873,0.895,1.062
2017-04-20,RL,862475.14,861531.08,-0.109,72.306,19,0.0,16.67,674.3,10,11,SIEMENS.NS,"ABB.NS,GODREJPROP.NS",ASHOKLEY.NS:8.0%|IDFCFIRSTB.NS:8.0%|DIVISLAB.NS:7.8%|ASIANPAINT.NS:7.8%|AARTIIND.NS:7.7%,Energy×1.5|FinancialServices×1.2|Chemicals×1.2,Healthcare×0.8|IT×0.8|Pharma×0.9,1.2,False,1.076,1.201,0.752,1.201,1.085,0.959,1.223,1.14,0.973,1.087,0.791,1.463,0.919,0.888,0.98
2017-05-18,RL,889803.58,889457.96,-0.039,77.892,19,0.0,4.83,246.88,8,12,ALKYLAMINE.NS,VOLTAS.NS,ASHOKLEY.NS:7.7%|IDFCFIRSTB.NS:7.7%|DIVISLAB.NS:7.5%|ASIANPAINT.NS:7.5%|AARTIIND.NS:7.5%,CapitalGoods×1.2|Cement×1.2|Automobiles×1.2,Pharma×0.8|Healthcare×0.9,1.2,False,0.999,1.042,0.88,0.976,1.177,0.98,1.088,1.137,0.969,1.22,0.913,1.136,1.064,0.771,1.164
