date,mode,pre_nav,post_nav,period_return_pct,cum_return_pct,n_stocks,cash_pct,turnover_pct,cost_inr,n_buys,n_sells,stocks_added,stocks_removed,top5_holdings,rl_overweight,rl_underweight,aggressiveness,emergency,tilt_Banking,tilt_RealEstate,tilt_Healthcare,tilt_Chemicals,tilt_Cement,tilt_Metals,tilt_FinancialServices,tilt_ConsumerDiscretionary,tilt_FMCG,tilt_CapitalGoods,tilt_IT,tilt_Energy,tilt_Telecom,tilt_Pharma,tilt_Automobiles
2015-10-08,RL,550863.24,550195.12,-0.121,10.039,16,9.9,19.57,477.2,5,14,"AMBUJACEM.NS,BPCL.NS,TATASTEEL.NS","AUROPHARMA.NS,FEDERALBNK.NS,ITC.NS",HINDUNILVR.NS:8.3%|WHIRLPOOL.NS:8.2%|ABB.NS:8.2%|MPHASIS.NS:8.2%|ONGC.NS:7.9%,Energy×1.3|Pharma×1.2|Metals×1.2,,0.7,False,0.987,0.944,0.944,1.082,0.969,1.186,1.038,0.925,0.93,0.957,0.965,1.279,0.919,1.188,1.146
2015-11-05,RL,553247.88,552466.51,-0.141,10.493,18,10.0,19.78,558.13,14,6,"BHEL.NS,NESTLEIND.NS,TCS.NS,TECHM.NS","ABB.NS,MPHASIS.NS",HINDALCO.NS:8.0%|HINDUNILVR.NS:7.9%|WHIRLPOOL.NS:7.8%|ONGC.NS:7.5%|VEDL.NS:7.5%,Metals×1.3|Pharma×1.3|Automobiles×1.2,Telecom×0.8|ConsumerDiscretionary×0.9,0.7,False,1.007,0.945,0.98,1.107,0.952,1.313,0.969,0.879,0.931,1.09,0.984,1.115,0.818,1.289,1.167
2015-12-03,RL,552466.51,546252.57,-1.125,9.251,17,0.0,45.41,1117.26,14,10,"AARTIIND.NS,ABB.NS,DRREDDY.NS,GRASIM.NS,LT.NS,VOLTAS.NS","BHEL.NS,GAIL.NS,PIDILITIND.NS,POWERGRID.NS,SAIL.NS,TATASTEEL.NS,TECHM.NS",ABB.NS:8.0%|AARTIIND.NS:8.0%|LT.NS:8.0%|NESTLEIND.NS:8.0%|GRASIM.NS:8.0%,CapitalGoods×1.2|Chemicals×1.2|FMCG×1.2,Metals×0.8|Telecom×0.9,1.0,False,1.028,0.937,0.975,1.224,1.091,0.782,1.077,1.101,1.156,1.246,1.049,0.925,0.861,1.038,1.027
2015-12-31,RL,559494.04,558819.88,-0.12,11.764,17,0.0,18.24,481.54,9,10,"ADANIPORTS.NS,TVSMOTOR.NS","HINDALCO.NS,HINDUNILVR.NS",ABB.NS:8.1%|AARTIIND.NS:8.1%|LT.NS:8.1%|NESTLEIND.NS:8.1%|GRASIM.NS:8.1%,Pharma×1.2|Cement×1.1|FMCG×1.1,,1.2,False,0.967,0.92,0.973,1.049,1.115,0.904,1.107,1.041,1.109,1.093,1.044,0.957,0.913,1.154,1.019
2016-01-28,RL,558819.88,506127.78,-9.429,1.226,16,10.0,12.03,301.85,14,4,MPHASIS.NS,"BPCL.NS,ONGC.NS",ABB.NS:7.9%|AARTIIND.NS:7.9%|LT.NS:7.9%|NESTLEIND.NS:7.9%|GRASIM.NS:7.9%,Cement×1.2|FinancialServices×1.1|Automobiles×1.1,Metals×0.8,0.7,False,0.945,0.994,0.901,0.975,1.153,0.843,1.142,1.056,1.052,1.024,1.071,1.087,0.947,1.102,1.105
2016-02-25,RL,506127.78,491587.01,-2.873,-1.683,16,14.93,17.55,319.73,9,8,COFORGE.NS,VEDL.NS,WHIRLPOOL.NS:8.4%|GRASIM.NS:8.0%|NESTLEIND.NS:8.0%|LT.NS:8.0%|AARTIIND.NS:8.0%,IT×1.3|ConsumerDiscretionary×1.1|FinancialServices×1.1,Healthcare×0.8,0.5,False,1.012,1.059,0.779,0.963,1.067,0.996,1.102,1.15,1.068,0.975,1.287,0.971,0.925,1.101,0.969
2016-03-28,RL,543792.78,542574.04,-0.224,8.515,18,14.88,36.63,870.48,7,16,"BRITANNIA.NS,COALINDIA.NS,CUMMINSIND.NS,HCLTECH.NS,HDFCBANK.NS,KOTAKBANK.NS,MARICO.NS","ABB.NS,COFORGE.NS,TCS.NS,TORNTPHARM.NS,WHIRLPOOL.NS",GRASIM.NS:8.1%|NESTLEIND.NS:8.1%|LT.NS:8.1%|AARTIIND.NS:8.1%|TVSMOTOR.NS:7.7%,Metals×1.2|IT×1.2|Pharma×1.1,,0.5,False,0.952,0.993,0.989,0.962,0.952,1.2,0.974,0.981,1.103,0.972,1.155,1.08,0.901,1.14,0.984
2016-04-21,RL,565705.82,564927.01,-0.138,12.985,21,0.0,28.0,556.37,12,10,"BHEL.NS,BRIGADE.NS,FEDERALBNK.NS,PIDILITIND.NS",NESTLEIND.NS,CUMMINSIND.NS:8.0%|LT.NS:8.0%|HDFCBANK.NS:8.0%|KOTAKBANK.NS:7.8%|BRIGADE.NS:7.5%,IT×1.2|Automobiles×1.1|FMCG×1.1,RealEstate×0.9,1.2,False,0.959,0.899,0.934,1.101,0.951,0.96,1.039,1.01,1.104,1.021,1.213,1.07,0.916,1.079,1.127
2016-05-19,RL,564927.01,554528.02,-1.841,10.906,21,0.0,19.74,507.35,13,10,"ACC.NS,COLPAL.NS","BRIGADE.NS,TVSMOTOR.NS",BHEL.NS:8.0%|PIDILITIND.NS:8.0%|CUMMINSIND.NS:7.7%|LT.NS:7.7%|HDFCBANK.NS:7.7%,Automobiles×1.2|Healthcare×1.1,Telecom×0.9,1.2,False,0.989,1.007,1.112,1.003,1.061,0.904,1.011,0.999,0.962,1.051,1.081,0.997,0.894,1.014,1.17
2016-06-16,RL,598144.31,597668.95,-0.079,19.534,19,0.0,16.59,339.51,7,15,ABB.NS,"DRREDDY.NS,FEDERALBNK.NS,MPHASIS.NS",BHEL.NS:8.2%|PIDILITIND.NS:8.2%|ADANIPORTS.NS:8.0%|CUMMINSIND.NS:7.8%|LT.NS:7.8%,Chemicals×1.2|Healthcare×1.2,,1.2,False,0.993,0.963,1.162,1.214,1.025,0.946,1.016,0.977,0.946,0.982,0.998,0.993,0.923,1.075,1.069
2016-07-14,RL,631090.86,630655.15,-0.069,26.131,18,7.25,11.5,311.2,6,14,BRIGADE.NS,"LT.NS,MARICO.NS",CUMMINSIND.NS:8.0%|ADANIPORTS.NS:8.0%|HDFCBANK.NS:8.0%|BHEL.NS:7.6%|PIDILITIND.NS:7.6%,Chemicals×1.3,,1.2,False,0.929,0.975,0.963,1.325,1.082,0.918,0.971,1.089,1.063,1.098,0.963,1.017,0.967,0.993,0.985
2016-08-11,RL,648193.55,647303.72,-0.137,29.461,19,7.02,19.49,635.61,11,11,"COFORGE.NS,DABUR.NS,DRREDDY.NS,MPHASIS.NS","ADANIPORTS.NS,COLPAL.NS,HCLTECH.NS",DABUR.NS:7.8%|CUMMINSIND.NS:7.6%|HDFCBANK.NS:7.6%|BHEL.NS:7.2%|PIDILITIND.NS:7.2%,Chemicals×1.3|IT×1.2,Pharma×0.9,1.2,False,0.97,0.973,0.976,1.315,0.998,0.927,0.975,0.983,1.086,1.048,1.18,1.029,0.954,0.896,1.037
2016-09-08,RL,672572.12,671781.42,-0.118,34.356,19,1.15,18.6,564.81,10,12,"CIPLA.NS,PIIND.NS,TATASTEEL.NS","BHEL.NS,BRITANNIA.NS,DRREDDY.NS",HDFCBANK.NS:8.0%|CIPLA.NS:8.0%|DABUR.NS:7.6%|CUMMINSIND.NS:7.5%|PIDILITIND.NS:7.1%,FinancialServices×1.1|Chemicals×1.1|RealEstate×1.1,Telecom×0.9,1.2,False,0.948,1.105,0.935,1.127,1.017,0.983,1.137,1.069,1.04,1.053,0.93,1.044,0.872,1.033,1.041
2016-10-06,RL,671781.42,669015.02,-0.412,33.803,20,0.0,19.68,604.24,14,8,"HINDUNILVR.NS,ITC.NS,MARICO.NS","CUMMINSIND.NS,DABUR.NS",MARICO.NS:8.0%|HDFCBANK.NS:7.8%|CIPLA.NS:7.8%|PIDILITIND.NS:6.8%|ABB.NS:6.5%,FMCG×1.2|Chemicals×1.2|IT×1.1,FinancialServices×0.8|Telecom×0.9,1.2,False,0.988,1.061,0.996,1.155,1.095,0.97,0.82,1.107,1.199,1.118,1.121,0.924,0.858,1.055,0.988
2016-11-03,RL,669015.02,657999.56,-1.647,31.6,18,0.0,21.11,735.48,12,11,"BHEL.NS,BPCL.NS,SHREECEM.NS","BRIGADE.NS,HINDUNILVR.NS,ITC.NS,MPHASIS.NS,TATASTEEL.NS",MARICO.NS:8.0%|COFORGE.NS:8.0%|BPCL.NS:8.0%|HDFCBANK.NS:7.8%|PIDILITIND.NS:6.8%,Metals×1.2|Chemicals×1.2|Energy×1.2,Telecom×0.8,1.0,False,1.033,1.077,0.966,1.165,1.155,1.198,1.067,1.009,0.934,0.944,0.906,1.159,0.83,0.94,1.099
2016-12-01,RL,657999.56,635360.48,-3.441,27.072,18,0.0,17.81,577.92,15,5,"HAVELLS.NS,TITAN.NS","CIPLA.NS,COALINDIA.NS",MARICO.NS:8.1%|COFORGE.NS:8.1%|BPCL.NS:8.1%|TITAN.NS:8.0%|HAVELLS.NS:7.0%,ConsumerDiscretionary×1.4|Cement×1.3,Telecom×0.9,1.0,False,0.986,1.064,0.914,0.947,1.297,0.952,1.095,1.379,1.038,0.951,0.941,0.948,0.871,1.012,1.095
2016-12-29,RL,644752.07,644168.26,-0.091,28.834,18,0.0,16.05,417.0,11,10,"ASHOKLEY.NS,ASIANPAINT.NS,GODREJPROP.NS","AMBUJACEM.NS,KOTAKBANK.NS,PIDILITIND.NS",MARICO.NS:8.3%|COFORGE.NS:8.2%|BPCL.NS:8.2%|TITAN.NS:8.1%|HAVELLS.NS:7.1%,RealEstate×1.3|FinancialServices×1.3|Automobiles×1.2,,1.0,False,0.994,1.28,0.952,0.999,1.065,0.922,1.279,0.948,0.956,0.936,0.948,1.07,0.96,0.941,1.196
2017-01-27,RL,707658.91,706535.98,-0.159,41.307,17,0.0,26.48,802.06,5,15,"CUMMINSIND.NS,DIVISLAB.NS","COFORGE.NS,HAVELLS.NS,HDFCBANK.NS",MARICO.NS:8.2%|BPCL.NS:8.1%|TITAN.NS:8.0%|ASIANPAINT.NS:8.0%|ASHOKLEY.NS:8.0%,Cement×1.4|Automobiles×1.2|Energy×1.2,Pharma×0.8|Metals×0.9,1.2,False,1.056,0.957,0.942,1.145,1.437,0.889,1.145,1.109,0.947,1.018,0.906,1.188,0.912,0.79,1.216
2017-02-23,RL,741120.21,740416.97,-0.095,48.083,20,0.0,15.29,502.34,10,12,"DABUR.NS,IDFCFIRSTB.NS,JSWSTEEL.NS,M&M.NS,SAIL.NS","BHEL.NS,TITAN.NS",DIVISLAB.NS:8.1%|MARICO.NS:7.5%|BPCL.NS:7.5%|AARTIIND.NS:7.3%|ASIANPAINT.NS:7.3%,Energy×1.3|FinancialServices×1.2|Banking×1.2,Healthcare×0.9,1.2,False,1.194,0.984,0.877,1.04,1.069,0.904,1.212,1.132,0.907,0.987,0.952,1.309,0.934,0.906,1.141
2017-03-23,RL,743588.26,742876.18,-0.096,48.575,20,0.0,13.47,508.65,13,9,"CHOLAFIN.NS,NESTLEIND.NS","MARICO.NS,OBEROIRLTY.NS",AARTIIND.NS:8.1%|DIVISLAB.NS:7.7%|BPCL.NS:7.2%|CHOLAFIN.NS:7.1%|ASIANPAINT.NS:7.0%,Energy×1.3|RealEstate×1.2|FinancialServices×1.2,Healthcare×0.8|Telecom×0.9|Pharma×0.9,1.2,False,1.103,1.211,0.833,1.171,1.071,0.932,1.203,1.146,0.941,0.97,0.94,1.266,0.873,0.895,1.062
2017-04-20,RL,776503.99,775805.18,-0.09,55.161,19,0.0,13.89,499.13,8,13,PERSISTENT.NS,"ABB.NS,GODREJPROP.NS",AARTIIND.NS:8.0%|ASHOKLEY.NS:8.0%|IDFCFIRSTB.NS:8.0%|DIVISLAB.NS:7.7%|BPCL.NS:7.2%,Energy×1.5|FinancialServices×1.2|Chemicals×1.2,Healthcare×0.8|IT×0.8|Pharma×0.9,1.2,False,1.076,1.201,0.752,1.201,1.085,0.959,1.223,1.14,0.973,1.087,0.791,1.463,0.919,0.888,0.98
2017-05-18,RL,804312.83,803797.09,-0.064,60.759,20,0.0,8.26,368.39,10,11,"ALKYLAMINE.NS,NMDC.NS",VOLTAS.NS,DIVISLAB.NS:8.1%|AARTIIND.NS:7.8%|ASHOKLEY.NS:7.7%|IDFCFIRSTB.NS:7.7%|ALKYLAMINE.NS:7.0%,CapitalGoods×1.2|Cement×1.2|Automobiles×1.2,Pharma×0.8|Healthcare×0.9,1.2,False,0.999,1.042,0.88,0.976,1.177,0.98,1.088,1.137,0.969,1.22,0.913,1.136,1.064,0.771,1.164
2017-06-15,RL,808683.57,805450.79,-0.4,61.09,14,25.0,67.52,2309.0,10,18,"APOLLOHOSP.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BHEL.NS,FORTIS.NS,OBEROIRLTY.NS,POWERGRID.NS,SIEMENS.NS","AARTIIND.NS,ACC.NS,ALKYLAMINE.NS,ASIANPAINT.NS,BPCL.NS,DIVISLAB.NS,GRASIM.NS,IDFCFIRSTB.NS,JSWSTEEL.NS,NMDC.NS,PERSISTENT.NS,PIIND.NS,SAIL.NS,SHREECEM.NS",OBEROIRLTY.NS:8.0%|CUMMINSIND.NS:8.0%|POWERGRID.NS:8.0%|APOLLOHOSP.NS:8.0%|DABUR.NS:8.0%,Healthcare×2.0|RealEstate×2.0|FMCG×1.6,IT×0.3|Pharma×0.3|Energy×0.3,0.5,False,0.349,2.0,2.0,0.3,0.3,0.3,0.478,0.3,1.624,1.027,0.3,0.3,0.3,0.3,0.692
2017-07-13,RL,817383.22,816429.76,-0.117,63.286,17,25.2,15.76,681.04,9,10,"COLPAL.NS,IOC.NS,LICHSGFIN.NS,MGL.NS,ONGC.NS","ASHOKLEY.NS,DABUR.NS",OBEROIRLTY.NS:8.0%|CUMMINSIND.NS:8.0%|POWERGRID.NS:8.0%|APOLLOHOSP.NS:8.0%|LICHSGFIN.NS:7.1%,FMCG×2.0|Healthcare×2.0|RealEstate×2.0,IT×0.3|Banking×0.3|Pharma×0.3,0.5,False,0.3,2.0,2.0,0.3,0.3,0.3,1.086,0.3,2.0,1.301,0.3,0.416,0.3,0.3,1.064
2017-08-10,RL,816429.76,805733.67,-1.31,61.147,15,25.0,9.03,362.3,10,8,DLF.NS,"BAJAJFINSV.NS,COLPAL.NS,SIEMENS.NS",OBEROIRLTY.NS:7.9%|CUMMINSIND.NS:7.9%|POWERGRID.NS:7.9%|APOLLOHOSP.NS:7.9%|LICHSGFIN.NS:7.0%,FinancialServices×2.0|FMCG×2.0|Healthcare×2.0,Banking×0.3|Pharma×0.3|Metals×0.3,0.91,False,0.3,2.0,2.0,0.3,0.3,0.3,2.0,0.3,2.0,1.775,0.666,1.335,0.3,0.3,1.316
2017-09-07,RL,826880.34,826334.99,-0.066,65.267,14,24.96,9.65,389.52,4,12,ITC.NS,"BHEL.NS,ONGC.NS",OBEROIRLTY.NS:8.0%|CUMMINSIND.NS:8.0%|POWERGRID.NS:8.0%|APOLLOHOSP.NS:8.0%|LICHSGFIN.NS:7.0%,FMCG×2.0|Healthcare×2.0|RealEstate×2.0,IT×0.3|Banking×0.3|Pharma×0.3,0.5,False,0.3,2.0,2.0,0.3,0.3,0.3,1.08,0.3,2.0,1.322,0.3,0.453,0.3,0.3,1.123
2017-10-05,RL,826334.99,809801.02,-2.001,61.96,15,25.06,20.16,762.41,13,6,"BPCL.NS,COLPAL.NS,MARICO.NS,MUTHOOTFIN.NS,ONGC.NS","M&M.NS,MGL.NS,NESTLEIND.NS,POWERGRID.NS",OBEROIRLTY.NS:7.8%|CUMMINSIND.NS:7.8%|APOLLOHOSP.NS:7.8%|LICHSGFIN.NS:6.9%|ITC.NS:6.8%,FMCG×2.0|Healthcare×2.0|RealEstate×2.0,IT×0.3|Banking×0.3|Pharma×0.3,0.5,False,0.3,2.0,2.0,0.3,0.3,0.3,1.559,0.3,2.0,1.49,0.3,0.751,0.3,0.3,1.231
2017-11-02,RL,833469.94,832955.23,-0.062,66.591,15,24.97,8.96,367.62,8,9,"GODREJCP.NS,LT.NS","BPCL.NS,DLF.NS",OBEROIRLTY.NS:8.0%|CUMMINSIND.NS:8.0%|APOLLOHOSP.NS:8.0%|LICHSGFIN.NS:7.0%|ITC.NS:7.0%,FMCG×2.0|Healthcare×2.0|RealEstate×2.0,IT×0.3|Banking×0.3|Pharma×0.3,0.5,False,0.3,2.0,2.0,0.3,0.3,0.3,1.333,0.3,2.0,1.408,0.3,0.566,0.3,0.3,1.178
2017-11-30,RL,832955.23,825148.46,-0.937,65.03,16,25.0,10.54,409.97,11,6,"ASHOKLEY.NS,EICHERMOT.NS",CUMMINSIND.NS,ONGC.NS:8.0%|OBEROIRLTY.NS:7.8%|APOLLOHOSP.NS:7.8%|LICHSGFIN.NS:6.8%|ITC.NS:6.8%,FMCG×2.0|Healthcare×2.0|RealEstate×2.0,IT×0.3|Banking×0.3|Pharma×0.3,0.5,False,0.3,2.0,2.0,0.3,0.3,0.3,1.402,0.3,2.0,1.423,0.3,0.629,0.3,0.3,1.182
2017-12-28,RL,844895.27,842954.59,-0.23,68.591,18,24.96,33.4,1386.18,12,12,"BHEL.NS,FEDERALBNK.NS,HDFCBANK.NS,IDFCFIRSTB.NS,KOTAKBANK.NS,NTPC.NS,POWERGRID.NS,TVSMOTOR.NS","BAJAJ-AUTO.NS,CHOLAFIN.NS,IOC.NS,LICHSGFIN.NS,MUTHOOTFIN.NS,ONGC.NS",OBEROIRLTY.NS:7.8%|APOLLOHOSP.NS:7.8%|IDFCFIRSTB.NS:7.6%|ITC.NS:6.8%|HDFCBANK.NS:5.6%,Healthcare×2.0|RealEstate×2.0|FMCG×1.4,IT×0.3|FinancialServices×0.3|Pharma×0.3,0.5,False,0.687,2.0,2.0,0.3,0.3,0.3,0.3,0.3,1.403,0.879,0.3,0.3,0.398,0.3,0.471
2018-01-25,RL,860886.13,859539.67,-0.156,71.908,19,5.02,30.53,961.88,11,12,"ASIANPAINT.NS,HCLTECH.NS,PERSISTENT.NS,PIDILITIND.NS,WIPRO.NS","ASHOKLEY.NS,EICHERMOT.NS,GODREJCP.NS,TVSMOTOR.NS",PERSISTENT.NS:8.0%|ASIANPAINT.NS:8.0%|POWERGRID.NS:7.8%|OBEROIRLTY.NS:7.7%|APOLLOHOSP.NS:7.7%,IT×2.0|Banking×2.0|CapitalGoods×2.0,FinancialServices×0.3|Automobiles×0.3|Pharma×0.3,0.5,False,2.0,1.083,2.0,0.3,0.724,0.3,0.3,1.908,1.653,2.0,2.0,0.3,0.803,0.3,0.3
2018-02-22,RL,859539.67,827065.01,-3.778,65.413,17,0.73,23.9,803.06,15,6,"ACC.NS,MPHASIS.NS","BHEL.NS,ITC.NS,KOTAKBANK.NS,LT.NS",IDFCFIRSTB.NS:8.0%|ACC.NS:8.0%|COLPAL.NS:8.0%|PERSISTENT.NS:7.9%|ASIANPAINT.NS:7.9%,IT×2.0|FMCG×2.0|CapitalGoods×2.0,FinancialServices×0.3|Pharma×0.3|Energy×0.3,0.5,False,1.9,0.826,2.0,0.3,1.067,0.3,0.3,2.0,2.0,2.0,2.0,0.3,0.3,0.3,0.511
2018-03-22,RL,845452.43,844594.45,-0.101,68.919,16,0.0,16.79,612.83,6,12,DABUR.NS,"MARICO.NS,MPHASIS.NS",IDFCFIRSTB.NS:8.2%|ACC.NS:8.2%|COLPAL.NS:8.2%|ASIANPAINT.NS:8.1%|PIDILITIND.NS:7.9%,IT×2.0|FMCG×2.0|CapitalGoods×2.0,FinancialServices×0.3|Pharma×0.3|Energy×0.3,0.5,False,1.322,1.397,2.0,0.634,1.482,0.3,0.3,1.833,2.0,2.0,2.0,0.3,0.3,0.3,0.361
2018-04-19,RL,884016.53,883121.6,-0.101,76.624,17,2.09,15.33,639.2,6,13,"ASHOKLEY.NS,CUMMINSIND.NS,HAVELLS.NS","DABUR.NS,PIDILITIND.NS",IDFCFIRSTB.NS:8.1%|ACC.NS:8.1%|COLPAL.NS:8.1%|PERSISTENT.NS:8.0%|HAVELLS.NS:8.0%,IT×2.0|FMCG×2.0|CapitalGoods×2.0,FinancialServices×0.3|Pharma×0.3|Energy×0.3,0.5,False,1.873,0.692,2.0,0.38,1.02,0.3,0.3,2.0,2.0,2.0,2.0,0.3,0.3,0.3,0.507
2018-05-17,RL,883121.6,877392.85,-0.649,75.479,18,5.02,9.66,511.26,11,8,"MARICO.NS,WHIRLPOOL.NS",PERSISTENT.NS,POWERGRID.NS:8.0%|IDFCFIRSTB.NS:7.8%|ACC.NS:7.8%|COLPAL.NS:7.8%|HAVELLS.NS:7.7%,IT×2.0|Banking×2.0|FMCG×2.0,FinancialServices×0.3|Pharma×0.3|Energy×0.3,0.5,False,2.0,0.685,2.0,0.3,0.969,0.3,0.3,2.0,2.0,2.0,2.0,0.3,0.3,0.3,0.519
