run_id,run_mode,backtest_start_date,backtest_end_date,report_generated_at_utc,date,mode,pre_nav,post_nav,period_return_pct,cum_return_pct,n_stocks,cash_pct,turnover_pct,cost_inr,n_buys,n_sells,stocks_added,stocks_removed,top5_holdings,rl_overweight,rl_underweight,aggressiveness,emergency,tilt_Automobiles,tilt_Banking,tilt_CapitalGoods,tilt_Cement,tilt_Chemicals,tilt_ConsumerDiscretionary,tilt_Energy,tilt_FMCG,tilt_FinancialServices,tilt_Healthcare,tilt_IT,tilt_Metals,tilt_Pharma,tilt_RealEstate,tilt_Telecom
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2017-07-13,RL,763169.23,759965.29,-0.42,51.993,23,0.0,60.17,2288.52,22,16,"APOLLOHOSP.NS,FORTIS.NS,HINDALCO.NS,INFY.NS,JSWSTEEL.NS,LALPATHLAB.NS,MPHASIS.NS,SAIL.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,VEDL.NS,WIPRO.NS","ALKYLAMINE.NS,ASHOKLEY.NS,BALAMINES.NS,BALKRISIND.NS,BPCL.NS,GAIL.NS,IOC.NS,M&M.NS,MARUTI.NS,NAVINFLUOR.NS,ONGC.NS,PETRONET.NS,PIIND.NS,SRF.NS,TVSMOTOR.NS",FORTIS.NS:4.3%|OBEROIRLTY.NS:4.3%|TECHM.NS:4.3%|LICHSGFIN.NS:4.3%|INFY.NS:4.3%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2017-08-10,RL,765195.98,763014.39,-0.285,52.603,23,0.0,40.78,1558.27,16,16,"ASHOKLEY.NS,BALKRISIND.NS,COFORGE.NS,EICHERMOT.NS,JINDALSTEL.NS,LTIM.NS,MARUTI.NS,PERSISTENT.NS,TVSMOTOR.NS","BRIGADE.NS,GODREJPROP.NS,INFY.NS,OBEROIRLTY.NS,PHOENIXLTD.NS,PRESTIGE.NS,SAIL.NS,TCS.NS,WIPRO.NS",LTIM.NS:4.3%|TECHM.NS:4.3%|TATASTEEL.NS:4.3%|LICHSGFIN.NS:4.3%|MUTHOOTFIN.NS:4.3%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2017-09-07,RL,817139.34,813719.33,-0.419,62.744,25,0.0,59.83,2442.86,15,23,"ADANIPORTS.NS,AIAENG.NS,ALKEM.NS,AUROPHARMA.NS,BHEL.NS,BIOCON.NS,BRIGADE.NS,DLF.NS,NTPC.NS,OBEROIRLTY.NS,PHOENIXLTD.NS,POWERGRID.NS,PRESTIGE.NS,TORNTPHARM.NS,ZYDUSLIFE.NS","APOLLOHOSP.NS,ASHOKLEY.NS,BALKRISIND.NS,COFORGE.NS,EICHERMOT.NS,FORTIS.NS,LALPATHLAB.NS,LTIM.NS,MARUTI.NS,MPHASIS.NS,PERSISTENT.NS,TECHM.NS,TVSMOTOR.NS",ALKEM.NS:4.0%|VEDL.NS:4.0%|AIAENG.NS:4.0%|BIOCON.NS:4.0%|LICHSGFIN.NS:4.0%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2017-10-05,RL,813719.33,803224.48,-1.29,60.645,25,0.0,49.67,1996.49,22,15,"AARTIIND.NS,BALAMINES.NS,BPCL.NS,COALINDIA.NS,DEEPAKNTR.NS,GAIL.NS,MGL.NS,NAVINFLUOR.NS,NMDC.NS,PETRONET.NS,RELIANCE.NS,VINATIORGA.NS","ADANIPORTS.NS,AIAENG.NS,ALKEM.NS,AUROPHARMA.NS,BHEL.NS,BIOCON.NS,JINDALSTEL.NS,NTPC.NS,POWERGRID.NS,TORNTPHARM.NS,VEDL.NS,ZYDUSLIFE.NS",MGL.NS:4.0%|MUTHOOTFIN.NS:4.0%|LICHSGFIN.NS:4.0%|PRESTIGE.NS:4.0%|RELIANCE.NS:4.0%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2017-11-02,RL,870799.61,868313.2,-0.286,73.663,22,0.0,40.93,1776.01,22,10,"ALKYLAMINE.NS,BHARTIARTL.NS,INDUSTOWER.NS,PIIND.NS,SAIL.NS,SRF.NS,VEDL.NS","BALAMINES.NS,BPCL.NS,COALINDIA.NS,DEEPAKNTR.NS,GAIL.NS,MGL.NS,NAVINFLUOR.NS,NMDC.NS,PETRONET.NS,RELIANCE.NS",BAJFINANCE.NS:4.5%|MUTHOOTFIN.NS:4.5%|SAIL.NS:4.5%|VINATIORGA.NS:4.5%|AARTIIND.NS:4.5%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2017-11-30,RL,868313.2,856249.8,-1.389,71.25,22,0.0,52.7,2257.98,20,13,"ALKEM.NS,AUROPHARMA.NS,BIOCON.NS,DIVISLAB.NS,GAIL.NS,IOC.NS,JINDALSTEL.NS,MGL.NS,ONGC.NS,RELIANCE.NS,ZYDUSLIFE.NS","AARTIIND.NS,ALKYLAMINE.NS,BRIGADE.NS,DLF.NS,OBEROIRLTY.NS,PHOENIXLTD.NS,PIIND.NS,PRESTIGE.NS,SAIL.NS,SRF.NS,VINATIORGA.NS",DIVISLAB.NS:4.5%|ONGC.NS:4.5%|BIOCON.NS:4.5%|BAJAJFINSV.NS:4.5%|RELIANCE.NS:4.5%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2017-12-28,RL,903753.38,900467.91,-0.364,80.094,22,0.0,52.07,2346.77,19,14,"AXISBANK.NS,FEDERALBNK.NS,HDFCBANK.NS,ICICIBANK.NS,LTTS.NS,MPHASIS.NS,PERSISTENT.NS,PETRONET.NS,SBIN.NS,TATAELXSI.NS,WIPRO.NS","ALKEM.NS,AUROPHARMA.NS,BIOCON.NS,DIVISLAB.NS,GAIL.NS,HINDALCO.NS,JINDALSTEL.NS,JSWSTEEL.NS,TATASTEEL.NS,VEDL.NS,ZYDUSLIFE.NS",IOC.NS:4.5%|SBIN.NS:4.5%|CHOLAFIN.NS:4.5%|BAJFINANCE.NS:4.5%|LTTS.NS:4.5%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2018-01-25,RL,927221.24,921788.21,-0.586,84.358,25,0.0,83.91,3880.73,21,22,"AARTIIND.NS,ALKYLAMINE.NS,BALAMINES.NS,BRIGADE.NS,DABUR.NS,GODREJCP.NS,GODREJPROP.NS,HINDALCO.NS,HINDUNILVR.NS,JINDALSTEL.NS,MARICO.NS,NAVINFLUOR.NS,NESTLEIND.NS,OBEROIRLTY.NS,PHOENIXLTD.NS,PRESTIGE.NS,SAIL.NS,TATASTEEL.NS,TCS.NS,VEDL.NS,VINATIORGA.NS","AXISBANK.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,CHOLAFIN.NS,FEDERALBNK.NS,HDFCBANK.NS,ICICIBANK.NS,INDUSTOWER.NS,IOC.NS,LICHSGFIN.NS,MGL.NS,MUTHOOTFIN.NS,ONGC.NS,PETRONET.NS,RELIANCE.NS,SBIN.NS,TATAELXSI.NS",SAIL.NS:4.0%|DABUR.NS:4.0%|HINDALCO.NS:4.0%|TATASTEEL.NS:4.0%|HINDUNILVR.NS:4.0%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2018-02-22,RL,921788.21,869090.21,-5.717,73.818,25,0.0,22.56,980.93,15,15,"DLF.NS,ITC.NS,SRF.NS,TATAELXSI.NS,TECHM.NS","AARTIIND.NS,MARICO.NS,PHOENIXLTD.NS,TCS.NS,WIPRO.NS",VINATIORGA.NS:4.0%|HINDALCO.NS:4.0%|OBEROIRLTY.NS:4.0%|NESTLEIND.NS:4.0%|ALKYLAMINE.NS:4.0%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2018-03-22,RL,869090.21,833479.94,-4.097,66.696,25,0.0,45.79,1910.07,20,16,"COFORGE.NS,DEEPAKNTR.NS,HAVELLS.NS,LTIM.NS,NMDC.NS,PHOENIXLTD.NS,PIDILITIND.NS,PIIND.NS,RELAXO.NS,TITAN.NS,WHIRLPOOL.NS","ALKYLAMINE.NS,DABUR.NS,GODREJCP.NS,HINDUNILVR.NS,ITC.NS,JINDALSTEL.NS,NESTLEIND.NS,PRESTIGE.NS,SRF.NS,TATAELXSI.NS,TECHM.NS",LTIM.NS:4.0%|OBEROIRLTY.NS:4.0%|TATASTEEL.NS:4.0%|MPHASIS.NS:4.0%|LTTS.NS:4.0%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2018-04-19,RL,884342.05,881017.31,-0.376,76.203,25,0.0,53.84,2374.81,21,17,"ADANIPORTS.NS,AIAENG.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHEL.NS,CHOLAFIN.NS,DMART.NS,LICHSGFIN.NS,MUTHOOTFIN.NS,NTPC.NS,POWERGRID.NS,PRESTIGE.NS,VOLTAS.NS","BALAMINES.NS,DEEPAKNTR.NS,HINDALCO.NS,NAVINFLUOR.NS,NMDC.NS,PHOENIXLTD.NS,PIDILITIND.NS,PIIND.NS,SAIL.NS,TATASTEEL.NS,TITAN.NS,VEDL.NS,VINATIORGA.NS",LTTS.NS:4.0%|MPHASIS.NS:4.0%|LTIM.NS:4.0%|OBEROIRLTY.NS:4.0%|PERSISTENT.NS:4.0%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2018-05-17,RL,900598.33,898141.48,-0.273,79.628,22,0.0,39.1,1754.89,21,11,"BHARTIARTL.NS,INDUSTOWER.NS,JINDALSTEL.NS,JSWSTEEL.NS,SAIL.NS,TATASTEEL.NS,VEDL.NS","ADANIPORTS.NS,AIAENG.NS,BHEL.NS,BRIGADE.NS,DLF.NS,GODREJPROP.NS,NTPC.NS,OBEROIRLTY.NS,POWERGRID.NS,PRESTIGE.NS",LTTS.NS:4.5%|LTIM.NS:4.5%|MPHASIS.NS:4.5%|PERSISTENT.NS:4.5%|SAIL.NS:4.5%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2018-06-14,RL,903199.6,899671.42,-0.391,79.934,25,0.0,55.83,2520.13,14,22,"AARTIIND.NS,BALAMINES.NS,COLPAL.NS,DABUR.NS,DEEPAKNTR.NS,HINDALCO.NS,HINDUNILVR.NS,MARICO.NS,NAVINFLUOR.NS,PIDILITIND.NS,TATACONSUM.NS,TATAELXSI.NS,TECHM.NS,VINATIORGA.NS","BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,CHOLAFIN.NS,COFORGE.NS,HAVELLS.NS,INDUSTOWER.NS,LICHSGFIN.NS,MUTHOOTFIN.NS,PERSISTENT.NS,VEDL.NS",SAIL.NS:4.0%|LTTS.NS:4.0%|VINATIORGA.NS:4.0%|MPHASIS.NS:4.0%|TECHM.NS:4.0%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2018-07-12,RL,899671.42,885226.86,-1.606,77.045,25,0.0,26.06,1154.26,16,15,"GODREJCP.NS,HAVELLS.NS,PIIND.NS,SRF.NS,TCS.NS,VEDL.NS","AARTIIND.NS,COLPAL.NS,DEEPAKNTR.NS,DMART.NS,HINDALCO.NS,LTIM.NS",BALAMINES.NS:4.0%|NAVINFLUOR.NS:4.0%|MPHASIS.NS:4.0%|LTTS.NS:4.0%|SAIL.NS:4.0%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2018-08-09,RL,941545.55,939321.72,-0.236,87.864,25,0.0,33.78,1588.44,17,16,"BRITANNIA.NS,COFORGE.NS,COLPAL.NS,DEEPAKNTR.NS,DMART.NS,LTIM.NS,NMDC.NS,TITAN.NS","DABUR.NS,GODREJCP.NS,HAVELLS.NS,JINDALSTEL.NS,RELAXO.NS,TCS.NS,TECHM.NS,VINATIORGA.NS",TATACONSUM.NS:4.0%|BALAMINES.NS:4.0%|LTIM.NS:4.0%|NAVINFLUOR.NS:4.0%|MPHASIS.NS:4.0%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2018-09-06,RL,954620.83,951314.58,-0.346,90.263,22,0.0,49.65,2361.61,22,12,"BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,CHOLAFIN.NS,HAVELLS.NS,INDUSTOWER.NS,ITC.NS,LICHSGFIN.NS,MUTHOOTFIN.NS","COFORGE.NS,JSWSTEEL.NS,LTIM.NS,LTTS.NS,MARICO.NS,MPHASIS.NS,NMDC.NS,SAIL.NS,TATAELXSI.NS,TATASTEEL.NS,TITAN.NS,VEDL.NS",BALAMINES.NS:4.5%|PIIND.NS:4.5%|BAJFINANCE.NS:4.5%|NAVINFLUOR.NS:4.5%|BRITANNIA.NS:4.5%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2018-10-04,RL,951314.58,843380.92,-11.346,68.676,25,0.0,55.83,2362.45,14,22,"AARTIIND.NS,BRIGADE.NS,COFORGE.NS,DLF.NS,GODREJPROP.NS,LTIM.NS,LTTS.NS,MPHASIS.NS,OBEROIRLTY.NS,PHOENIXLTD.NS,RELAXO.NS,TATAELXSI.NS,TITAN.NS,VINATIORGA.NS","BHARTIARTL.NS,BRITANNIA.NS,COLPAL.NS,DEEPAKNTR.NS,HINDUNILVR.NS,INDUSTOWER.NS,ITC.NS,PIDILITIND.NS,SRF.NS,TATACONSUM.NS,WHIRLPOOL.NS",BALAMINES.NS:4.0%|NAVINFLUOR.NS:4.0%|PIIND.NS:4.0%|TATAELXSI.NS:4.0%|MPHASIS.NS:4.0%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2018-11-01,RL,879170.53,874648.38,-0.514,74.93,25,0.0,73.7,3230.1,23,20,"ACC.NS,AMBUJACEM.NS,BALKRISIND.NS,BPCL.NS,EICHERMOT.NS,HEROMOTOCO.NS,M&M.NS,MGL.NS,ONGC.NS,PERSISTENT.NS,PETRONET.NS,RAMCOCEM.NS,RELIANCE.NS,SBILIFE.NS,SHREECEM.NS,TCS.NS,TVSMOTOR.NS,ULTRACEMCO.NS","AARTIIND.NS,BALAMINES.NS,BRIGADE.NS,CHOLAFIN.NS,DLF.NS,DMART.NS,GODREJPROP.NS,HAVELLS.NS,LTIM.NS,LTTS.NS,NAVINFLUOR.NS,OBEROIRLTY.NS,PHOENIXLTD.NS,PIIND.NS,RELAXO.NS,TITAN.NS,VINATIORGA.NS,VOLTAS.NS",RELIANCE.NS:4.0%|ULTRACEMCO.NS:4.0%|RAMCOCEM.NS:4.0%|ACC.NS:4.0%|EICHERMOT.NS:4.0%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2018-11-29,RL,902738.27,900333.08,-0.266,80.067,25,0.0,38.11,1717.99,17,17,"BALAMINES.NS,DEEPAKNTR.NS,GAIL.NS,GRASIM.NS,HDFCLIFE.NS,LTIM.NS,NAVINFLUOR.NS,PIIND.NS,VINATIORGA.NS","BAJAJFINSV.NS,BALKRISIND.NS,BPCL.NS,EICHERMOT.NS,HEROMOTOCO.NS,M&M.NS,TCS.NS,TVSMOTOR.NS,ULTRACEMCO.NS",RAMCOCEM.NS:4.0%|GRASIM.NS:4.0%|NAVINFLUOR.NS:4.0%|BALAMINES.NS:4.0%|SHREECEM.NS:4.0%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2018-12-27,RL,921914.21,915994.41,-0.642,83.199,25,0.0,92.03,4228.42,24,24,"AIAENG.NS,AXISBANK.NS,BHEL.NS,HDFCBANK.NS,HINDALCO.NS,HINDUNILVR.NS,INDUSINDBK.NS,ITC.NS,KOTAKBANK.NS,LT.NS,LTTS.NS,MARICO.NS,NESTLEIND.NS,NMDC.NS,NTPC.NS,SAIL.NS,SBIN.NS,SIEMENS.NS,TATACONSUM.NS,TATASTEEL.NS,TCS.NS,VEDL.NS,WIPRO.NS","ACC.NS,AMBUJACEM.NS,BAJFINANCE.NS,BALAMINES.NS,COFORGE.NS,DEEPAKNTR.NS,GAIL.NS,GRASIM.NS,HDFCLIFE.NS,LICHSGFIN.NS,LTIM.NS,MGL.NS,MPHASIS.NS,MUTHOOTFIN.NS,NAVINFLUOR.NS,ONGC.NS,PETRONET.NS,PIIND.NS,RAMCOCEM.NS,RELIANCE.NS,SBILIFE.NS,SHREECEM.NS,VINATIORGA.NS",AIAENG.NS:4.0%|TATAELXSI.NS:4.0%|PERSISTENT.NS:4.0%|TATACONSUM.NS:4.0%|NMDC.NS:4.0%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2019-01-24,RL,915994.41,889242.24,-2.921,77.848,23,0.0,76.22,3395.07,23,19,"AARTIIND.NS,APOLLOHOSP.NS,BALAMINES.NS,BRIGADE.NS,BRITANNIA.NS,COLPAL.NS,DEEPAKNTR.NS,DLF.NS,FORTIS.NS,GODREJPROP.NS,LALPATHLAB.NS,LTIM.NS,MPHASIS.NS,NAVINFLUOR.NS,OBEROIRLTY.NS,PHOENIXLTD.NS,VINATIORGA.NS","AIAENG.NS,AXISBANK.NS,BHEL.NS,HDFCBANK.NS,HINDALCO.NS,HINDUNILVR.NS,INDUSINDBK.NS,KOTAKBANK.NS,LT.NS,MARICO.NS,NMDC.NS,NTPC.NS,SAIL.NS,SBIN.NS,SIEMENS.NS,TATASTEEL.NS,TCS.NS,VEDL.NS,WIPRO.NS",BALAMINES.NS:4.3%|MPHASIS.NS:4.3%|TATACONSUM.NS:4.3%|TATAELXSI.NS:4.3%|PERSISTENT.NS:4.3%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2019-02-21,RL,889242.24,850420.94,-4.366,70.084,23,0.0,61.74,2631.35,18,19,"ASIANPAINT.NS,COFORGE.NS,DABUR.NS,GLENMARK.NS,HAVELLS.NS,HINDUNILVR.NS,LUPIN.NS,PIDILITIND.NS,RELAXO.NS,SUNPHARMA.NS,TORNTPHARM.NS,VOLTAS.NS,WIPRO.NS,ZYDUSLIFE.NS","AARTIIND.NS,BALAMINES.NS,BRIGADE.NS,COLPAL.NS,DEEPAKNTR.NS,DLF.NS,GODREJPROP.NS,LTIM.NS,NAVINFLUOR.NS,OBEROIRLTY.NS,PERSISTENT.NS,PHOENIXLTD.NS,TATACONSUM.NS,VINATIORGA.NS",TATAELXSI.NS:4.3%|HINDUNILVR.NS:4.3%|PIDILITIND.NS:4.3%|GLENMARK.NS:4.3%|ITC.NS:4.3%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2019-03-22,RL,880880.13,877058.05,-0.434,75.412,23,0.0,62.13,2730.06,19,18,"AARTIIND.NS,ALKEM.NS,BIOCON.NS,BRIGADE.NS,DEEPAKNTR.NS,GODREJPROP.NS,LTIM.NS,NAVINFLUOR.NS,OBEROIRLTY.NS,PERSISTENT.NS,PHOENIXLTD.NS,PRESTIGE.NS,SRF.NS,VINATIORGA.NS","ASIANPAINT.NS,BRITANNIA.NS,COFORGE.NS,DABUR.NS,HAVELLS.NS,HINDUNILVR.NS,ITC.NS,LTTS.NS,NESTLEIND.NS,PIDILITIND.NS,RELAXO.NS,SUNPHARMA.NS,VOLTAS.NS,ZYDUSLIFE.NS",TATAELXSI.NS:4.3%|VINATIORGA.NS:4.3%|MPHASIS.NS:4.3%|SRF.NS:4.3%|NAVINFLUOR.NS:4.3%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2019-04-18,RL,896333.85,893078.89,-0.363,78.616,25,0.0,51.9,2324.97,14,22,"ACC.NS,AMBUJACEM.NS,DLF.NS,GAIL.NS,GRASIM.NS,LTTS.NS,MGL.NS,ONGC.NS,PETRONET.NS,RELIANCE.NS,SHREECEM.NS,TECHM.NS,ULTRACEMCO.NS","ALKEM.NS,APOLLOHOSP.NS,BIOCON.NS,BRIGADE.NS,FORTIS.NS,GLENMARK.NS,LALPATHLAB.NS,LTIM.NS,LUPIN.NS,MPHASIS.NS,TORNTPHARM.NS",GRASIM.NS:4.0%|DEEPAKNTR.NS:4.0%|TATAELXSI.NS:4.0%|NAVINFLUOR.NS:4.0%|SRF.NS:4.0%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2019-05-16,RL,893078.89,859764.74,-3.73,71.953,25,0.0,42.26,1817.62,21,14,"ADANIPORTS.NS,AIAENG.NS,BHEL.NS,JINDALSTEL.NS,JSWSTEEL.NS,LT.NS,NMDC.NS,POWERGRID.NS,SAIL.NS,TATASTEEL.NS","AARTIIND.NS,DEEPAKNTR.NS,LTTS.NS,NAVINFLUOR.NS,PERSISTENT.NS,SRF.NS,TATAELXSI.NS,TECHM.NS,VINATIORGA.NS,WIPRO.NS",RELIANCE.NS:4.0%|ULTRACEMCO.NS:4.0%|GODREJPROP.NS:4.0%|PRESTIGE.NS:4.0%|NMDC.NS:4.0%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2019-06-13,RL,915153.34,911556.92,-0.393,82.311,25,0.0,56.24,2568.86,18,21,"AXISBANK.NS,COALINDIA.NS,CUMMINSIND.NS,DIVISLAB.NS,FEDERALBNK.NS,GLENMARK.NS,IDFCFIRSTB.NS,INDUSINDBK.NS,KOTAKBANK.NS,NTPC.NS,RAMCOCEM.NS,SUNPHARMA.NS,TORNTPHARM.NS,ZYDUSLIFE.NS","ACC.NS,ADANIPORTS.NS,DLF.NS,GAIL.NS,GODREJPROP.NS,JSWSTEEL.NS,LT.NS,MGL.NS,OBEROIRLTY.NS,ONGC.NS,PETRONET.NS,PHOENIXLTD.NS,PRESTIGE.NS,RELIANCE.NS",ULTRACEMCO.NS:4.0%|DIVISLAB.NS:4.0%|AIAENG.NS:4.0%|TATASTEEL.NS:4.0%|INDUSINDBK.NS:4.0%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selection_only_2013_01_01_2026_04_17_20260421T170541Z,selection_only,2013-01-01,2026-04-17,2026-04-21T17:05:41Z,2019-07-11,RL,911556.92,885700.1,-2.837,77.14,25,0.0,76.19,3384.19,21,23,"ADANIPORTS.NS,BALAMINES.NS,BPCL.NS,HCLTECH.NS,HDFCBANK.NS,LT.NS,LTTS.NS,MGL.NS,NAVINFLUOR.NS,ONGC.NS,PERSISTENT.NS,PETRONET.NS,PIIND.NS,RELIANCE.NS,SBIN.NS,SRF.NS,TATAELXSI.NS,VINATIORGA.NS,WIPRO.NS","AMBUJACEM.NS,BHEL.NS,COALINDIA.NS,DIVISLAB.NS,FEDERALBNK.NS,GLENMARK.NS,GRASIM.NS,IDFCFIRSTB.NS,JINDALSTEL.NS,NMDC.NS,POWERGRID.NS,RAMCOCEM.NS,SAIL.NS,SHREECEM.NS,SUNPHARMA.NS,TATASTEEL.NS,TORNTPHARM.NS,ULTRACEMCO.NS,ZYDUSLIFE.NS",SRF.NS:4.0%|TATAELXSI.NS:4.0%|RELIANCE.NS:4.0%|BALAMINES.NS:4.0%|VINATIORGA.NS:4.0%,,,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
